code,display_name,date,weight
000413.XSHE,东旭光电,2016-04-08,0.163
000415.XSHE,渤海租赁,2016-04-08,0.149
600315.XSHG,上海家化,2016-04-08,0.195
600317.XSHG,营口港,2016-04-08,0.096
600252.XSHG,中恒集团,2016-04-08,0.161
000825.XSHE,太钢不锈,2016-04-08,0.091
000826.XSHE,启迪桑德,2016-04-08,0.195
600256.XSHG,广汇能源,2016-04-08,0.166
000709.XSHE,河钢股份,2016-04-08,0.152
000559.XSHE,万向钱潮,2016-04-08,0.226
000156.XSHE,华数传媒,2016-04-08,0.033
000157.XSHE,中联重科,2016-04-08,0.237
000623.XSHE,吉林敖东,2016-04-08,0.222
002375.XSHE,亚厦股份,2016-04-08,0.107
000629.XSHE,攀钢钒钛,2016-04-08,0.16
600893.XSHG,航发动力,2016-04-08,0.362
600783.XSHG,鲁信创投,2016-04-08,0.086
601872.XSHG,招商轮船,2016-04-08,0.128
600089.XSHG,特变电工,2016-04-08,0.279
600895.XSHG,张江高科,2016-04-08,0.199
600085.XSHG,同仁堂,2016-04-08,0.243
601238.XSHG,广汽集团,2016-04-08,0.133
000792.XSHE,盐湖股份,2016-04-08,0.168
600005.XSHG,武钢股份,2016-04-08,0.138
300027.XSHE,华谊兄弟,2016-04-08,0.32
600000.XSHG,浦发银行,2016-04-08,2.073
600648.XSHG,外高桥,2016-04-08,0.085
600649.XSHG,城投控股,2016-04-08,0.269
001979.XSHE,招商蛇口,2016-04-08,0.42
300124.XSHE,汇川技术,2016-04-08,0.213
600415.XSHG,小商品城,2016-04-08,0.245
601633.XSHG,长城汽车,2016-04-08,0.129
600008.XSHG,首创股份,2016-04-08,0.096
600009.XSHG,上海机场,2016-04-08,0.341
300144.XSHE,宋城演艺,2016-04-08,0.197
600066.XSHG,宇通客车,2016-04-08,0.303
600060.XSHG,海信电器,2016-04-08,0.154
000540.XSHE,中天金融,2016-04-08,0.158
000937.XSHE,冀中能源,2016-04-08,0.066
601988.XSHG,中国银行,2016-04-08,0.843
601989.XSHG,中国重工,2016-04-08,0.777
000738.XSHE,航发控制,2016-04-08,0.158
600958.XSHG,东方证券,2016-04-08,0.252
600068.XSHG,葛洲坝,2016-04-08,0.196
000423.XSHE,东阿阿胶,2016-04-08,0.299
600660.XSHG,福耀玻璃,2016-04-08,0.246
601225.XSHG,陕西煤业,2016-04-08,0.103
300251.XSHE,光线传媒,2016-04-08,0.119
000630.XSHE,铜陵有色,2016-04-08,0.126
600998.XSHG,九州通,2016-04-08,0.065
601390.XSHG,中国中铁,2016-04-08,0.53
601788.XSHG,光大证券,2016-04-08,0.263
601398.XSHG,工商银行,2016-04-08,1.089
601021.XSHG,春秋航空,2016-04-08,0.131
600153.XSHG,建发股份,2016-04-08,0.346
600150.XSHG,中国船舶,2016-04-08,0.204
601866.XSHG,中远海发,2016-04-08,0.173
600718.XSHG,东软集团,2016-04-08,0.192
600157.XSHG,永泰能源,2016-04-08,0.155
300315.XSHE,掌趣科技,2016-04-08,0.227
000027.XSHE,深圳能源,2016-04-08,0.102
600867.XSHG,通化东宝,2016-04-08,0.226
600717.XSHG,天津港,2016-04-08,0.099
600863.XSHG,内蒙华电,2016-04-08,0.118
600100.XSHG,同方股份,2016-04-08,0.268
600398.XSHG,海澜之家,2016-04-08,0.183
600795.XSHG,国电电力,2016-04-08,0.356
600011.XSHG,华能国际,2016-04-08,0.394
600010.XSHG,包钢股份,2016-04-08,0.34
600016.XSHG,民生银行,2016-04-08,3.168
600015.XSHG,华夏银行,2016-04-08,0.639
601318.XSHG,中国平安,2016-04-08,4.055
600019.XSHG,宝钢股份,2016-04-08,0.305
600018.XSHG,上港集团,2016-04-08,0.212
600549.XSHG,厦门钨业,2016-04-08,0.097
601258.XSHG,庞大集团,2016-04-08,0.119
601991.XSHG,大唐发电,2016-04-08,0.15
600369.XSHG,西南证券,2016-04-08,0.283
601992.XSHG,金隅集团,2016-04-08,0.133
000725.XSHE,京东方A,2016-04-08,0.713
600372.XSHG,中航电子,2016-04-08,0.123
600373.XSHG,中文传媒,2016-04-08,0.125
000538.XSHE,云南白药,2016-04-08,0.376
000539.XSHE,粤电力A,2016-04-08,0.062
000400.XSHE,许继电气,2016-04-08,0.103
000686.XSHE,东北证券,2016-04-08,0.196
000338.XSHE,潍柴动力,2016-04-08,0.23
002024.XSHE,苏宁易购,2016-04-08,0.597
601211.XSHG,国泰君安,2016-04-08,0.354
600547.XSHG,山东黄金,2016-04-08,0.22
600873.XSHG,梅花生物,2016-04-08,0.201
601919.XSHG,中远海控,2016-04-08,0.219
002594.XSHE,比亚迪,2016-04-08,0.432
600383.XSHG,金地集团,2016-04-08,0.308
600900.XSHG,长江电力,2016-04-08,0.715
000039.XSHE,中集集团,2016-04-08,0.134
601857.XSHG,中国石油,2016-04-08,0.435
600703.XSHG,三安光电,2016-04-08,0.295
000983.XSHE,西山煤电,2016-04-08,0.14
600999.XSHG,招商证券,2016-04-08,0.611
002292.XSHE,奥飞娱乐,2016-04-08,0.242
000783.XSHE,长江证券,2016-04-08,0.402
600705.XSHG,中航资本,2016-04-08,0.315
002450.XSHE,ST康得新,2016-04-08,0.499
600570.XSHG,恒生电子,2016-04-08,0.339
002153.XSHE,石基信息,2016-04-08,0.114
601158.XSHG,重庆水务,2016-04-08,0.053
000831.XSHE,五矿稀土,2016-04-08,0.142
002195.XSHE,二三四五,2016-04-08,0.091
600578.XSHG,京能电力,2016-04-08,0.08
600663.XSHG,陆家嘴,2016-04-08,0.185
300003.XSHE,乐普医疗,2016-04-08,0.19
601099.XSHG,太平洋,2016-04-08,0.373
300015.XSHE,爱尔眼科,2016-04-08,0.138
000625.XSHE,长安汽车,2016-04-08,0.419
002475.XSHE,立讯精密,2016-04-08,0.172
600688.XSHG,上海石化,2016-04-08,0.176
002252.XSHE,上海莱士,2016-04-08,0.248
600352.XSHG,浙江龙盛,2016-04-08,0.284
600048.XSHG,保利地产,2016-04-08,0.705
600362.XSHG,江西铜业,2016-04-08,0.138
600208.XSHG,新湖中宝,2016-04-08,0.129
